season,Equipo,puntos_100,puntos_total,gps_disputados
1997,McLaren,75.318,128.04,17.0
1997,Jordan,73.535,125.01,17.0
1997,Sauber,70.612,120.04,17.0
1997,Prost,70.606,120.03,17.0
1997,Arrows,66.265,112.65,17.0
1997,Stewart,64.8,110.16,17.0
1997,Tyrrell,64.182,109.11,17.0
1997,Minardi,60.676,103.15,17.0
1998,McLaren,83.606,133.77,16.0
1998,Ferrari,82.763,132.42,16.0
1998,Williams,77.4,123.84,16.0
1998,Benetton,76.106,121.77,16.0
1998,Jordan,73.369,117.39,16.0
1998,Sauber,71.513,114.42,16.0
1998,Prost,66.262,106.02,16.0
1998,Stewart,64.95,103.92,16.0
1998,Arrows,62.981,100.77,16.0
1998,Tyrrell,62.906,100.65,16.0
1998,Minardi,62.25,99.6,16.0
1999,Ferrari,82.219,131.55,16.0
1999,McLaren,81.0,129.6,16.0
1999,Jordan,75.431,120.69,16.0
1999,Stewart,73.163,117.06,16.0
1999,Williams,72.131,115.41,16.0
1999,Benetton,70.988,113.58,16.0
1999,Prost,69.619,111.39,16.0
1999,Sauber,66.825,106.92,16.0
1999,BAR,66.488,106.38,16.0
1999,Minardi,62.981,100.77,16.0
1999,Arrows,61.837,98.94,16.0
2000,McLaren,84.229,143.19,17.0
2000,Ferrari,82.8,140.76,17.0
2000,Williams,73.182,124.41,17.0
2000,BAR,72.141,122.64,17.0
2000,Jordan,71.259,121.14,17.0
2000,Benetton,70.782,120.33,17.0
2000,Jaguar,69.318,117.84,17.0
2000,Sauber,68.341,116.18,17.0
2000,Arrows,65.188,110.82,17.0
2000,Prost,62.859,106.86,17.0
2000,Minardi,62.488,106.23,17.0
2001,Ferrari,84.053,142.89,17.0
2001,McLaren,79.094,134.46,17.0
2001,Williams,76.729,130.44,17.0
2001,Jordan,72.653,123.51,17.0
2001,Sauber,72.035,122.46,17.0
2001,BAR,71.7,121.89,17.0
2001,Benetton,66.988,113.88,17.0
2001,Jaguar,66.988,113.88,17.0
2001,Prost,66.971,113.85,17.0
2001,Arrows,64.076,108.93,17.0
2001,Minardi,61.041,103.77,17.0
2002,Ferrari,85.412,145.2,17.0
2002,Williams,81.476,138.51,17.0
2002,McLaren,77.171,131.19,17.0
2002,Renault,73.006,124.11,17.0
2002,Sauber,72.512,123.27,17.0
2002,BAR,68.965,117.24,17.0
2002,Jordan,68.441,116.35,17.0
2002,Jaguar,66.6,113.22,17.0
2002,Toyota,66.494,113.04,17.0
2002,Minardi,61.8,105.06,17.0
2002,Arrows,42.0,71.4,11.0
2003,Ferrari,82.125,131.4,16.0
2003,Williams,81.056,129.69,16.0
2003,McLaren,78.694,125.91,16.0
2003,Renault,76.331,122.13,16.0
2003,Toyota,71.325,114.12,16.0
2003,BAR,70.5,112.8,16.0
2003,Jaguar,69.769,111.63,16.0
2003,Sauber,69.581,111.33,16.0
2003,Jordan,65.887,105.42,16.0
2003,Minardi,63.713,101.94,16.0
2004,Ferrari,85.283,153.51,18.0
2004,BAR,78.283,140.91,18.0
2004,Renault,77.917,140.25,18.0
2004,Williams,77.433,139.38,18.0
2004,McLaren,73.983,133.17,18.0
2004,Sauber,72.417,130.35,18.0
2004,Jaguar,69.383,124.89,18.0
2004,Toyota,68.617,123.51,18.0
2004,Jordan,64.317,115.77,18.0
2004,Minardi,61.367,110.46,18.0
2005,Renault,81.537,154.92,19.0
2005,McLaren,79.626,151.29,19.0
2005,Toyota,77.447,147.15,19.0
2005,Ferrari,75.979,144.36,19.0
2005,Williams,72.979,138.66,19.0
2005,Red Bull Racing,71.305,135.48,19.0
2005,Sauber,70.974,134.85,19.0
2005,BAR,65.195,123.87,17.0
2005,Jordan,65.005,123.51,19.0
2005,Minardi,62.984,119.67,19.0
2006,Renault,82.933,149.28,18.0
2006,Ferrari,81.867,147.36,18.0
2006,Honda,76.65,137.97,18.0
2006,McLaren,76.267,137.28,18.0
2006,BMW Sauber,72.283,130.11,18.0
2006,Toyota,71.35,128.43,18.0
2006,Red Bull Racing,67.6,121.68,18.0
2006,Williams,66.5,119.7,18.0
2006,Toro Rosso,65.95,118.71,18.0
2006,Super Aguri,59.017,106.23,18.0
2006,MF1,48.4,87.12,14.0
2006,Spyker MF1,13.283,23.91,4.0
2007,McLaren,85.306,145.02,17.0
2007,Ferrari,83.506,141.96,17.0
2007,BMW Sauber,78.829,134.01,17.0
2007,Renault,73.941,125.7,17.0
2007,Williams,70.182,119.31,17.0
2007,Toyota,69.706,118.5,17.0
2007,Red Bull Racing,68.947,117.21,17.0
2007,Honda,67.165,114.18,17.0
2007,Super Aguri,63.812,108.48,17.0
2007,Toro Rosso,62.276,105.87,17.0
2007,Spyker,58.429,99.33,17.0
2008,Ferrari,81.767,147.18,18.0
2008,McLaren,81.45,146.61,18.0
2008,BMW Sauber,80.083,144.15,18.0
2008,Toyota,74.233,133.62,18.0
2008,Renault,73.4,132.12,18.0
2008,Red Bull Racing,71.267,128.28,18.0
2008,Williams,69.517,125.13,18.0
2008,Toro Rosso,68.967,124.14,18.0
2008,Honda,66.367,119.46,18.0
2008,Force India,60.283,108.51,18.0
2008,Super Aguri,13.467,24.24,4.0
2009,Brawn,82.871,140.88,17.0
2009,Red Bull Racing,80.029,136.05,17.0
2009,Toyota,74.1,125.97,17.0
2009,Ferrari,73.824,125.5,17.0
2009,McLaren,73.253,124.53,17.0
2009,Williams,72.565,123.36,17.0
2009,BMW Sauber,71.682,121.86,17.0
2009,Renault,69.776,118.62,17.0
2009,Force India,66.212,112.56,17.0
2009,Toro Rosso,64.659,109.92,17.0
2010,Red Bull Racing,83.147,157.98,19.0
2010,McLaren,80.526,153.0,19.0
2010,Ferrari,79.784,151.59,19.0
2010,Mercedes,75.616,143.67,19.0
2010,Renault,72.3,137.37,19.0
2010,Williams,70.547,134.04,19.0
2010,Force India,67.626,128.49,19.0
2010,Toro Rosso,66.332,126.03,19.0
2010,Sauber,65.274,124.02,19.0
2010,Lotus,58.721,111.57,19.0
2010,Virgin,56.258,106.89,19.0
2010,HRT,55.468,105.39,19.0
2011,Red Bull Racing,86.116,163.62,19.0
2011,McLaren,82.374,156.51,19.0
2011,Ferrari,80.826,153.57,19.0
2011,Mercedes,73.942,140.49,19.0
2011,Force India,71.242,135.36,19.0
2011,Renault,69.679,132.39,19.0
2011,Sauber,67.079,127.45,19.0
2011,Toro Rosso,66.458,126.27,19.0
2011,Williams,64.247,122.07,19.0
2011,Lotus,59.242,112.56,19.0
2011,Virgin,56.337,107.04,19.0
2011,HRT,51.426,97.71,18.0
2012,Red Bull Racing,80.76,161.52,20.0
2012,Ferrari,78.825,157.65,20.0
2012,McLaren,77.685,155.37,20.0
2012,Lotus F1,76.155,152.31,20.0
2012,Force India,71.64,143.28,20.0
2012,Mercedes,70.995,141.99,20.0
2012,Sauber,69.6,139.2,20.0
2012,Williams,67.86,135.72,20.0
2012,Toro Rosso,66.315,132.63,20.0
2012,Caterham,60.48,120.96,20.0
2012,Marussia,57.545,115.09,20.0
2012,HRT,51.24,102.48,19.0
2013,Red Bull Racing,83.779,159.18,19.0
2013,Mercedes,81.458,154.77,19.0
2013,Ferrari,79.374,150.81,19.0
2013,Lotus F1,76.595,145.53,19.0
2013,McLaren,73.8,140.22,19.0
2013,Sauber,68.763,130.65,19.0
2013,Force India,68.589,130.32,19.0
2013,Toro Rosso,67.832,128.88,19.0
2013,Williams,65.084,123.66,19.0
2013,Caterham,58.563,111.27,19.0
2013,Marussia,58.263,110.7,19.0
2014,Mercedes,84.979,161.46,19.0
2014,Red Bull Racing,79.5,151.05,19.0
2014,Williams,78.316,148.8,19.0
2014,Ferrari,76.863,146.04,19.0
2014,McLaren,75.884,144.18,19.0
2014,Force India,72.932,138.57,19.0
2014,Toro Rosso,68.984,131.07,19.0
2014,Lotus F1,63.821,121.26,19.0
2014,Sauber,63.237,120.15,19.0
2014,Caterham,52.563,99.87,17.0
2014,Marussia,50.732,96.39,16.0
2015,Mercedes,86.858,165.03,19.0
2015,Ferrari,80.732,153.39,19.0
2015,Williams,77.247,146.77,19.0
2015,Red Bull Racing,75.663,143.76,19.0
2015,Force India,73.121,138.93,19.0
2015,Toro Rosso,70.537,134.02,19.0
2015,Lotus F1,70.137,133.26,19.0
2015,Sauber,68.368,129.9,19.0
2015,McLaren,64.926,123.36,19.0
2015,Manor Marussia,58.395,110.95,18.0
2016,Mercedes,85.843,180.27,21.0
2016,Red Bull Racing,81.748,171.67,21.0
2016,Ferrari,79.5,166.95,21.0
2016,Force India,74.414,156.27,21.0
2016,Williams,73.419,154.18,21.0
2016,McLaren,69.0,144.9,21.0
2016,Toro Rosso,68.448,143.74,21.0
2016,Haas F1 Team,66.057,138.72,21.0
2016,Renault,62.857,132.0,21.0
2016,Sauber,61.519,129.19,21.0
2016,Manor Marussia,59.171,124.26,21.0
2017,Mercedes,85.905,171.81,20.0
2017,Ferrari,82.835,165.67,20.0
2017,Red Bull Racing,77.21,154.42,20.0
2017,Force India,76.275,152.55,20.0
2017,Williams,70.545,141.09,20.0
2017,Renault,68.85,137.7,20.0
2017,Haas F1 Team,68.52,137.04,20.0
2017,Toro Rosso,67.965,135.93,20.0
2017,McLaren,66.87,133.74,20.0
2017,Sauber,63.675,127.35,20.0
2018,Mercedes,85.114,178.74,21.0
2018,Ferrari,83.9,176.19,21.0
2018,Red Bull Racing,78.057,163.92,21.0
2018,Renault,72.129,151.47,21.0
2018,Force India,71.957,151.11,21.0
2018,Haas F1 Team,71.3,149.73,21.0
2018,Sauber,68.157,143.13,21.0
2018,McLaren,67.843,142.47,21.0
2018,Toro Rosso,66.405,139.45,21.0
2018,Williams,64.114,134.64,21.0
2019,Mercedes,86.1,180.81,21.0
2019,Ferrari,82.043,172.29,21.0
2019,Red Bull Racing,80.438,168.92,21.0
2019,McLaren,73.086,153.48,21.0
2019,Renault,70.905,148.9,21.0
2019,Toro Rosso,70.405,147.85,21.0
2019,Racing Point,69.233,145.39,21.0
2019,Sauber,68.81,144.5,21.0
2019,Haas F1 Team,67.49,141.73,21.0
2019,Williams,61.233,128.59,21.0
2020,Mercedes,86.065,146.31,17.0
2020,Red Bull Racing,79.429,135.03,17.0
2020,McLaren,76.324,129.75,17.0
2020,Racing Point,75.776,128.82,17.0
2020,Renault,75.776,128.82,17.0
2020,Ferrari,72.794,123.75,17.0
2020,AlphaTauri,72.212,122.76,17.0
2020,Sauber,65.241,110.91,17.0
2020,Haas F1 Team,62.947,107.01,17.0
2020,Williams,62.606,106.43,17.0
2021,Mercedes,82.705,181.95,22.0
2021,Red Bull Racing,81.864,180.1,22.0
2021,Ferrari,78.955,173.7,22.0
2021,McLaren,77.482,170.46,22.0
2021,Alpine,73.145,160.92,22.0
2021,AlphaTauri,72.136,158.7,22.0
2021,Aston Martin,69.891,153.76,22.0
2021,Sauber,67.35,148.17,22.0
2021,Williams,65.418,143.92,22.0
2021,Haas F1 Team,60.123,132.27,22.0
2022,Red Bull Racing,83.986,184.77,22.0
2022,Mercedes,81.373,179.02,22.0
2022,Ferrari,81.191,178.62,22.0
2022,Alpine,73.75,162.25,22.0
2022,McLaren,73.2,161.04,22.0
2022,Aston Martin,68.955,151.7,22.0
2022,Sauber,68.409,150.5,22.0
2022,AlphaTauri,67.886,149.35,22.0
2022,RB F1 Team,67.886,149.35,22.0
2022,Haas F1 Team,66.55,146.41,22.0
2022,Williams,64.023,140.85,22.0
2023,Red Bull Racing,83.782,184.32,22.0
2023,Mercedes,79.473,174.84,22.0
2023,Ferrari,79.145,174.12,22.0
2023,Aston Martin,75.186,165.41,22.0
2023,McLaren,75.177,165.39,22.0
2023,Alpine,71.55,157.41,22.0
2023,AlphaTauri,66.805,146.97,22.0
2023,RB F1 Team,66.805,146.97,22.0
2023,Williams,66.232,145.71,22.0
2023,Sauber,66.15,145.53,22.0
2023,Haas F1 Team,65.527,144.16,22.0
2024,Alpine,135.442,325.06,48.0
2024,McLaren,83.512,200.43,24.0
2024,Ferrari,82.225,197.34,24.0
2024,Red Bull Racing,79.975,191.94,24.0
2024,Mercedes,79.238,190.17,24.0
2024,Aston Martin,71.05,170.52,24.0
2024,Haas F1 Team,69.025,165.66,24.0
2024,RB,68.587,164.61,24.0
2024,RB F1 Team,68.587,164.61,24.0
2024,Williams,64.938,155.85,24.0
2024,Kick Sauber,63.213,151.71,24.0
2024,Sauber,63.213,151.71,24.0
2025,RB F1 Team,141.36,212.04,30.0
2025,Alpine,131.4,197.1,30.0
2025,McLaren,86.42,129.63,15.0
2025,Ferrari,78.7,118.05,15.0
2025,Mercedes,77.74,116.61,15.0
2025,Red Bull Racing,75.52,113.28,15.0
2025,Williams,71.16,106.74,15.0
2025,Aston Martin,69.36,104.04,15.0
2025,Haas F1 Team,67.44,101.16,15.0
2025,Kick Sauber,66.92,100.38,15.0
2025,Sauber,66.92,100.38,15.0
